9117 15 200 1 103 35 251 3 71 14 220 22 27 43 126 15 110 2 94 20 55 4 250 6 0 5 245 8 100 25 119 42 128
9118 15 200 2 9 45 68 3 159 10 182 5 133 22 91 1 82 4 58 25 191 49 33 33 207 8 193 6 198 40 206 15 212
9119 15 200 2 99 10 10 1 69 3 100 9 203 16 245 8 18 14 91 31 208 5 190 13 87 11 118 18 144 28 86 6 101
9120 15 200 2 212 8 161 1 4 29 204 16 253 49 242 42 230 17 43 7 129 30 114 3 176 28 3 48 68 13 62 5 60
9121 15 200 13 143 1 5 6 211 4 241 15 13 2 157 20 195 25 197 21 104 28 156 7 132 3 147 38 14 12 123 37 197
9122 15 200 18 149 3 65 17 89 2 59 1 63 15 249 25 245 7 9 8 14 10 152 13 205 12 151 6 102 29 203 21 23
9123 15 200 9 180 47 105 2 216 1 28 5 150 4 193 11 141 7 250 13 174 15 9 10 172 6 180 18 20 3 21 20 151
9124 15 200 5 142 7 120 3 35 2 44 35 244 1 13 16 190 8 20 11 114 9 47 20 172 39 9 45 81 14 91 4 157
9125 15 200 1 131 36 196 4 98 20 81 2 238 7 107 14 64 19 124 3 253 9 218 5 86 23 94 11 105 37 106 6 221
9126 15 200 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 200 199
9127 15 200 1 131 3 15 11 19 12 150 15 126 6 32 9 178 37 24 38 48 32 115 26 4 39 229 25 9 7 13 13 145
9128 15 200 1 55 5 234 13 171 2 76 35 89 6 95 3 127 14 78 10 200 9 22 4 26 11 143 7 161 28 206 12 232
9129 15 200 30 38 7 161 5 251 2 194 24 189 17 45 1 197 9 181 3 117 16 83 15 128 10 19 11 65 18 125 4 40
9130 15 200 2 2 38 46 1 154 8 62 6 72 22 201 13 51 4 43 23 42 26 86 20 17 10 80 30 236 47 128 14 159
9131 15 200 1 134 2 189 14 63 11 218 17 146 10 198 28 202 4 97 3 158 6 131 12 113 9 247 48 18 38 46 7 42
9132 15 200 2 253 3 234 11 66 1 208 48 154 33 112 5 154 4 208 18 222 28 82 10 163 9 230 8 92 40 142 16 54
9133 15 200 5 252 15 204 6 93 7 103 36 102 48 189 2 44 1 175 8 108 14 218 46 89 4 176 3 65 18 89 20 130
9134 15 200 27 202 46 20 1 37 20 59 48 229 4 46 25 102 5 75 42 95 22 135 2 220 18 170 6 8 7 164 14 162
9135 15 200 9 198 1 200 8 55 21 59 23 50 20 28 5 125 12 186 10 166 32 4 27 77 16 192 7 142 6 204 13 81
9136 15 200 13 142 2 145 1 196 11 109 5 154 20 189 41 28 28 33 4 181 3 254 10 60 6 93 29 108 9 124 38 229
9137 15 200 14 200 1 146 5 56 10 60 9 204 20 86 32 154 11 1 44 129 6 199 2 156 13 196 3 56 30 15 22 203
9138 15 200 8 155 1 119 10 68 3 235 2 72 14 255 9 242 12 118 6 84 15 134 31 2 32 218 7 177 17 67 38 67
9139 15 200 24 221 1 65 8 41 3 101 4 175 29 182 19 118 2 179 7 253 6 84 46 238 12 33 37 29 18 116 35 89
9140 15 200 2 188 23 184 10 107 42 152 22 1 30 239 1 242 12 110 3 203 24 249 13 114 5 42 25 83 34 51 8 254
9141 15 200 8 56 1 19 16 182 10 37 5 46 33 63 32 91 11 207 2 149 3 102 6 254 15 85 21 254 24 231 17 121
9142 15 200 32 42 28 226 1 87 7 96 25 93 19 197 3 24 13 3 30 136 14 161 2 25 17 124 33 180 4 65 5 25
9143 15 200 1 118 3 220 2 203 10 188 15 168 11 52 48 10 38 30 6 58 31 111 13 133 34 226 23 113 44 18 22 51
9144 15 200 5 214 30 23 2 167 1 62 10 117 18 173 3 22 35 253 7 47 22 151 19 254 26 21 20 172 8 22 9 99
9145 15 200 1 102 12 228 11 229 15 60 2 90 21 41 31 235 6 106 3 207 16 99 26 72 4 43 17 254 22 229 49 71
9146 15 200 4 164 9 215 49 107 2 184 7 74 10 68 24 64 3 151 29 182 5 196 1 167 11 3 6 154 25 235 27 108
9147 15 200 1 86 29 192 13 75 24 216 2 1 3 214 9 36 41 51 18 55 23 94 16 145 20 30 27 181 22 7 6 56
9148 15 200 30 80 1 238 2 207 6 167 10 183 13 28 42 25 5 92 18 15 3 41 11 72 36 111 14 224 31 91 8 222
9149 15 200 6 3 7 139 19 170 2 198 4 99 1 49 8 106 3 52 23 199 36 170 24 155 9 37 22 59 12 195 10 242
