9211 22 250 2 15 28 64 19 95 1 192 6 236 21 211 3 78 48 236 42 178 4 115 7 82 18 140 16 16 14 220 36 195 9 123 13 144 34 2 31 243 20 215 26 17 23 46
9212 22 250 3 234 1 178 17 162 8 17 2 29 12 227 6 126 42 207 19 12 31 115 20 48 7 116 15 211 46 86 48 162 9 159 30 33 10 189 4 205 44 204 43 107 23 151
9213 22 250 10 248 11 104 13 100 1 230 8 22 3 135 2 23 25 98 27 222 35 153 4 83 7 253 28 255 34 14 6 221 30 244 43 123 23 66 9 24 39 128 29 133 18 175
9214 22 250 10 36 12 134 15 236 2 141 4 152 28 88 20 180 6 19 21 52 18 135 43 135 36 188 3 100 17 126 1 37 35 39 5 203 14 223 24 25 8 142 31 255 22 18
9215 22 250 2 247 47 171 6 155 31 6 11 159 19 233 1 227 4 125 48 43 17 233 3 68 28 1 35 16 22 22 8 107 33 132 16 17 5 252 37 181 14 92 30 15 7 242
9216 22 250 5 74 2 29 6 39 1 22 29 64 9 210 14 73 34 224 11 60 24 158 16 172 42 30 45 78 22 143 3 162 10 55 4 170 19 18 7 11 39 94 8 105 13 14
9217 22 250 1 233 27 231 12 40 15 71 19 220 48 239 6 202 10 38 5 106 17 81 3 244 26 12 7 40 33 159 32 181 11 95 8 19 4 57 2 61 22 128 37 66 14 238
9218 22 250 23 147 11 123 4 133 34 235 8 41 14 56 2 252 48 151 16 88 7 83 1 39 10 89 22 224 49 1 15 56 5 143 30 195 17 126 20 21 3 10 9 18 13 186
9219 22 250 28 137 3 197 12 5 5 22 1 185 15 87 7 96 16 158 24 41 45 87 4 160 31 46 11 183 27 169 2 23 17 157 18 158 25 130 9 150 41 192 37 229 10 49
9220 22 250 2 170 1 71 14 29 17 247 11 162 36 142 18 127 4 203 42 33 28 233 30 26 9 252 13 111 7 108 23 174 46 159 8 33 32 136 5 146 27 180 6 43 10 146
9221 22 250 4 158 1 250 10 179 16 199 2 47 3 116 27 235 7 41 20 85 30 116 6 207 28 115 15 64 29 67 5 198 13 170 12 213 44 225 17 170 11 49 14 227 21 197
9222 22 250 15 138 19 79 2 195 3 12 5 143 31 157 8 63 1 19 35 250 25 247 21 123 24 125 13 9 40 131 4 110 9 126 39 56 18 166 27 253 26 128 33 204 11 187
9223 22 250 5 205 3 252 8 213 32 119 10 219 7 55 6 100 1 208 45 194 38 117 2 120 34 95 15 170 20 130 22 49 21 63 9 231 24 48 11 202 28 51 14 145 4 90
9224 22 250 1 58 35 2 3 5 2 103 11 151 21 137 30 19 5 33 34 138 38 85 15 96 33 94 42 15 32 19 20 213 44 210 14 168 6 108 12 165 17 219 8 178 7 244
9225 22 250 12 230 15 1 2 228 45 168 1 91 3 77 14 11 9 133 16 97 29 122 10 228 44 24 25 194 17 184 7 133 11 120 27 202 26 103 49 225 6 191 18 23 31 185
9226 22 250 1 224 21 184 42 45 7 136 13 97 2 221 6 71 10 29 38 24 5 75 3 94 12 241 49 146 46 105 45 63 36 79 47 218 19 114 20 116 8 234 40 69 28 41
9227 22 250 2 151 1 140 14 112 33 104 15 145 5 47 40 86 6 114 17 67 37 240 4 184 8 211 19 171 23 89 7 97 3 155 13 114 11 55 31 30 18 8 35 200 39 216
9228 22 250 2 95 7 220 18 143 3 49 1 218 11 65 12 69 5 242 4 48 13 158 22 32 10 171 8 9 16 59 19 94 37 76 42 135 6 251 28 233 9 37 36 224 25 33
9229 22 250 5 149 7 212 2 88 34 196 19 236 1 85 43 127 30 205 20 129 14 44 49 166 17 189 3 16 47 221 23 46 11 76 31 87 42 37 16 177 21 119 40 194 39 43
9230 22 250 44 183 32 32 2 52 15 35 1 93 3 103 16 68 9 219 12 99 6 254 37 116 4 241 26 211 13 16 38 37 43 254 14 202 8 50 17 246 5 114 25 68 35 244
9231 22 250 13 192 44 228 10 59 4 114 2 69 6 1 33 146 17 175 8 12 3 105 49 224 24 246 1 15 27 45 5 234 48 183 39 85 11 55 9 247 32 178 43 27 42 197
9232 22 250 1 30 40 75 16 47 7 76 4 49 2 146 33 183 26 199 19 224 12 182 37 231 21 182 11 17 8 100 3 1 13 135 47 59 24 13 17 57 6 164 18 99 9 214
9233 22 250 2 62 1 127 41 68 32 36 6 122 21 122 3 195 7 161 14 157 10 84 15 242 46 127 11 69 49 82 35 74 36 195 13 235 16 38 31 176 5 133 27 144 4 107
9234 22 250 1 105 36 15 4 99 6 204 30 158 45 30 11 31 42 233 19 1 3 171 47 230 21 67 5 241 9 22 15 248 2 178 7 223 23 108 8 79 26 121 24 89 10 161
9235 22 250 6 252 11 16 22 247 8 181 2 61 4 134 46 216 1 197 39 210 16 179 14 90 5 34 19 189 3 230 26 4 20 104 30 4 7 29 25 229 23 246 48 13 41 244
9236 22 250 13 153 49 181 7 8 9 220 38 178 12 104 25 46 6 167 1 119 2 147 42 245 17 111 43 118 14 83 27 168 5 60 37 216 48 164 10 167 18 36 26 142 22 248
9237 22 250 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 250 249
9238 22 250 1 195 5 128 48 74 13 72 2 243 18 219 9 241 38 222 3 214 8 126 34 232 21 148 35 172 46 166 41 22 4 203 15 101 20 54 44 41 30 28 25 177 12 227
9239 22 250 6 153 4 228 28 220 1 115 7 179 5 32 29 75 20 17 35 156 11 115 12 128 34 84 2 86 10 100 23 65 9 254 3 82 15 77 47 196 27 200 14 81 46 230
9240 22 250 3 59 28 60 1 5 10 103 13 123 8 42 40 140 19 54 14 7 2 91 4 131 6 160 29 32 12 72 11 83 44 186 47 5 15 228 23 172 20 106 7 255 27 113
9241 22 250 37 244 49 83 13 147 19 191 26 103 3 154 5 166 16 142 8 218 1 26 4 46 9 238 44 44 10 198 2 93 11 77 33 101 7 46 15 121 45 13 28 175 22 44
9242 22 250 1 221 3 104 44 141 16 228 9 155 6 101 20 8 13 6 43 72 2 220 24 179 17 25 29 234 4 144 47 221 5 128 45 131 14 222 39 118 15 170 30 155 11 160
9243 22 250 11 8 4 222 8 42 1 21 5 163 6 6 7 198 33 18 21 196 12 214 32 40 3 237 22 91 13 176 41 132 2 214 35 245 36 158 43 233 29 135 31 98 9 25
9244 22 250 2 176 25 32 1 253 5 172 3 0 9 161 12 253 4 160 22 204 3 196 42 19 10 149 18 105 13 21 6 174 7 122 24 67 28 161 44 112 17 90 32 227 14 220
9245 22 250 1 77 3 81 23 133 29 84 5 227 4 57 35 217 7 97 47 74 33 21 15 55 2 101 45 254 11 165 41 49 28 37 18 37 25 33 24 94 37 128 14 134 6 225
9246 22 250 47 95 3 74 38 19 2 131 31 7 22 217 20 44 8 213 10 245 19 227 16 168 12 110 14 17 42 245 27 26 1 145 29 247 26 91 7 251 41 221 4 157 17 247
9247 22 250 17 184 1 56 5 212 12 255 20 135 3 255 4 31 41 217 45 7 6 15 47 104 21 71 39 25 14 27 26 158 11 63 15 118 2 157 7 177 9 30 8 240 44 196
9248 22 250 39 197 8 80 7 102 16 153 1 153 19 20 44 134 14 32 18 71 2 11 3 25 17 121 6 205 33 116 12 25 5 243 27 229 42 204 9 195 11 230 4 240 15 78
9249 22 250 4 31 5 207 36 133 8 86 12 248 1 133 3 102 2 35 18 189 21 180 14 43 9 1 7 162 26 122 40 152 34 159 29 41 16 86 10 59 28 211 38 165 11 131
