9372 30 400 1 219 4 100 26 130 9 64 46 173 18 139 27 173 5 142 12 121 8 89 11 44 24 2 15 197 17 180 3 120 25 250 22 0 19 135 2 209 41 12 44 27 14 226 16 200 22 49 20 248 6 153 10 218 7 116 35 102 23 107
9373 30 400 17 140 6 118 18 19 3 199 1 119 24 214 21 101 20 153 9 181 4 64 28 110 44 222 10 221 30 131 2 15 8 140 34 231 5 255 7 40 19 66 35 26 39 165 14 245 29 92 31 41 36 142 40 72 45 223 38 56 42 181
9374 30 400 18 95 1 93 33 199 10 250 3 178 8 161 4 48 30 30 6 57 2 229 32 99 17 117 11 83 7 7 34 214 38 82 24 23 14 100 27 83 21 175 49 157 9 224 26 206 12 126 23 70 44 126 36 58 15 5 25 105 5 226
9375 30 400 4 215 1 177 40 137 48 174 17 15 7 38 2 22 23 16 6 9 5 204 10 242 15 238 3 141 49 62 20 179 33 152 38 215 9 213 21 248 13 41 42 82 16 158 18 111 8 118 37 141 34 69 28 10 32 139 26 104 11 66
9376 30 400 2 119 1 217 13 170 4 79 27 98 18 2 36 181 6 146 26 254 48 64 12 188 5 169 16 254 22 224 38 3 14 80 25 97 8 68 7 169 3 221 41 176 9 138 17 183 44 145 21 30 32 127 46 86 19 85 40 244 11 58
9377 30 400 33 224 1 94 2 109 6 95 15 54 9 210 17 98 3 244 11 69 16 55 18 215 13 12 7 128 34 171 43 248 10 141 4 247 20 49 5 1 41 90 8 198 49 218 39 87 21 250 29 147 28 108 12 164 19 136 35 39 46 71
9378 30 400 16 10 1 0 18 0 3 50 15 204 45 110 7 81 5 199 1 108 29 204 18 208 14 117 2 212 12 220 22 208 6 133 21 245 27 206 4 71 36 164 10 203 42 61 8 2 37 86 9 201 13 99 11 45 47 142 41 172 24 103
9379 30 400 3 157 6 137 48 77 12 126 18 20 31 206 38 170 7 191 42 222 2 63 1 140 16 111 11 206 4 7 32 143 29 11 25 68 17 51 5 175 8 171 34 203 27 10 40 161 35 107 21 111 26 193 14 82 15 188 49 47 9 175
9380 30 400 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 400 399
9381 30 400 1 199 7 138 38 85 8 144 5 127 16 43 2 234 4 235 22 152 17 252 23 14 42 97 15 235 19 100 14 69 3 85 20 166 12 158 31 161 24 20 6 253 11 46 36 41 34 193 47 222 39 163 25 239 33 72 10 31 35 60
9382 30 400 4 99 3 104 1 176 34 74 33 201 7 198 9 101 36 227 28 225 22 211 23 211 14 69 10 124 2 153 18 176 6 40 11 16 5 220 27 82 12 34 29 250 19 27 47 232 32 61 21 7 13 166 24 253 39 69 17 247 45 192
9383 30 400 2 230 40 214 7 24 9 206 8 62 1 42 21 185 15 96 47 157 12 123 3 123 5 227 6 185 4 160 22 124 16 150 11 121 33 77 17 85 30 0 13 98 24 140 23 138 14 185 43 213 37 126 10 55 30 86 19 255 36 81
9384 30 400 10 55 16 217 2 42 13 204 40 130 14 130 30 211 1 26 4 209 6 190 19 184 8 239 11 180 5 149 46 120 7 228 49 198 22 224 23 19 17 116 12 18 18 231 34 172 27 167 15 250 44 94 3 175 20 103 9 80 39 195
9385 30 400 1 162 29 63 19 223 4 144 31 204 7 116 21 61 2 224 25 157 28 18 13 250 11 233 18 137 5 115 9 208 3 79 30 240 22 45 48 254 10 47 24 249 6 64 16 112 34 89 20 213 12 26 45 86 17 233 8 5 47 191
9386 30 400 8 146 29 98 16 219 1 28 2 136 4 173 5 239 13 32 23 73 9 251 17 166 7 219 30 115 6 38 3 135 31 37 27 104 11 236 47 106 10 129 42 200 18 93 15 217 22 85 43 39 41 130 33 173 34 6 25 147 12 190
9387 30 400 8 185 13 26 48 238 18 191 11 97 17 96 33 225 1 110 2 122 34 107 20 165 35 209 5 132 44 156 12 204 31 33 28 134 24 1 19 172 9 199 3 108 43 24 4 215 39 5 10 56 16 220 6 172 14 192 7 247 42 77
9388 30 400 11 148 2 19 1 45 6 110 13 232 3 172 34 87 21 142 8 26 36 38 19 72 24 167 42 249 28 6 9 159 4 144 23 187 26 40 16 242 46 20 12 202 14 224 40 189 10 245 5 105 15 72 44 161 25 76 22 209 45 117
9389 30 400 1 55 41 29 8 45 2 194 3 89 7 123 27 222 10 55 5 12 47 206 4 130 34 173 9 31 18 97 36 163 12 56 15 111 11 160 29 70 14 215 16 239 35 158 20 148 24 68 22 34 44 209 28 179 49 206 30 64 31 239
9390 30 400 5 16 36 197 1 92 7 59 2 162 8 11 6 179 12 207 4 93 15 204 26 158 28 65 29 190 17 206 32 202 10 25 45 51 46 130 9 10 23 50 3 106 13 222 30 57 33 168 35 215 21 211 16 216 25 199 37 149 18 21
9391 30 400 6 145 1 131 17 56 4 8 31 40 39 195 11 247 7 150 49 42 3 10 48 201 9 213 2 44 27 231 33 255 10 130 46 60 5 61 15 122 19 136 16 200 36 83 13 209 24 124 21 18 30 133 8 60 26 217 35 43 32 0
9392 30 400 8 206 1 102 5 171 34 119 4 8 2 48 36 105 31 154 3 35 7 59 9 213 41 245 29 100 15 162 10 50 20 146 22 46 11 207 19 252 40 81 38 173 13 18 45 93 16 137 17 138 6 194 12 87 23 13 18 150 26 120
9393 30 400 20 139 33 3 2 227 5 253 1 250 8 141 25 51 10 23 16 149 30 46 21 201 26 72 3 174 44 106 41 63 6 129 17 222 4 55 18 139 7 143 47 95 43 78 35 38 27 83 31 128 37 16 11 98 19 52 40 134 13 219
9394 30 400 8 188 24 14 15 250 1 59 2 141 37 208 9 130 26 132 5 43 6 6 28 88 35 133 7 162 4 129 14 164 19 155 3 198 22 55 46 23 11 66 21 152 10 226 20 150 16 171 18 93 13 51 32 126 29 223 23 125 12 235
9395 30 400 5 183 1 246 2 113 14 150 37 117 13 186 3 34 34 31 25 61 4 134 9 31 22 162 32 161 20 35 12 86 17 59 7 24 8 153 30 101 16 39 42 44 45 219 19 110 11 234 47 37 40 134 26 243 6 175 39 236 21 205
9396 30 400 1 156 23 41 27 132 4 202 29 24 2 197 41 67 6 157 10 249 5 96 46 254 3 166 45 183 9 209 11 24 14 203 19 0 13 92 19 58 18 110 30 66 32 161 8 141 26 212 25 207 12 221 15 220 36 6 17 170 38 209
9397 30 400 4 49 16 166 1 19 13 153 7 121 22 62 12 166 6 99 2 227 18 201 30 211 3 60 24 5 36 198 10 188 21 181 37 0 11 13 19 45 5 119 14 37 28 56 8 161 17 54 37 33 49 126 46 230 38 207 9 227 44 221
9398 30 400 3 87 4 117 1 4 6 238 2 170 5 143 16 173 46 146 8 223 13 122 12 214 17 168 38 149 37 169 33 120 21 202 29 159 9 175 19 17 18 48 48 133 39 130 20 208 22 152 11 16 45 10 7 78 43 250 49 27 44 122
9399 30 400 1 120 30 94 4 227 5 122 43 185 3 4 12 189 47 94 14 70 9 146 34 17 35 93 41 6 6 86 16 249 29 227 48 253 20 112 24 229 8 162 11 255 2 44 7 192 31 84 27 41 33 204 42 241 38 67 28 181 32 232
